Restaurant,Type,Rating,Price,Address,Lat,Lng,url,ID
Fraunces Tavern,American,3.5,$$,54 Pearl St,40.70344,-74.01135,https://www.yelp.com/biz/fraunces-tavern-new-york-6?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,jjLcqGI11ThxAhcftEh1Aw
Woodrow's,American,4,$$,43 Murray St,40.7141113,-74.009201,https://www.yelp.com/biz/woodrows-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,j8DFd-bxnvM_UfHnDLIA0g
RH Rooftop Restaurant New York,American,4,$$$,9 9th Ave,40.73985,-74.00639,https://www.yelp.com/biz/rh-rooftop-restaurant-new-york-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,8SehQovJOuQDLbtzLLYLyw
Comfi,American,4.5,$$,2638 Hwy 516,40.4038638,-74.3218678,https://www.yelp.com/biz/comfi-old-bridge-township?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,0qaqUSscW-iYRY2oXO7e6g
Cafe Restaurant Volna,American,2,$$,3145 Brighton 4th St,40.57540131,-73.962677,https://www.yelp.com/biz/cafe-restaurant-volna-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,5y3lsh4QeLCM3uNn36wXSw
Pier 66 Maritime,American,3,$$,W 26th St,40.752197,-74.009167,https://www.yelp.com/biz/pier-66-maritime-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,80jmHsdVmeYxaoAHaegKyQ
Abbey Tavern,American,3.5,$$,354 3rd Ave,40.74071,-73.98201,https://www.yelp.com/biz/abbey-tavern-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,1f5qB_hERe4OxBjE6QNLWg
Peggy Dempseys,American,4,$$,6414 Flushing Ave,40.7227683,-73.9009193,https://www.yelp.com/biz/peggy-dempseys-maspeth?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,eyPLPYE1gttc34MLKSmvPw
Old Town Bar & Restaurant,American,3.5,$$,45 E 18th St,40.737594,-73.989166,https://www.yelp.com/biz/old-town-bar-and-restaurant-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Q02uPdw8j8yDIVSPyJATjA
P.J. Clarke's,American,3.5,$$,915 Third Ave,40.7589148,-73.9680336,https://www.yelp.com/biz/p-j-clarkes-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,54SrQVVhGcvfuIkFabQ8KQ
Buckley's Restaurant and Catering,American,3.5,$$,2926 Ave S,40.60492,-73.94308,https://www.yelp.com/biz/buckleys-restaurant-and-catering-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,7O8RMiHmijSFFjB9FCBx2Q
The Parlour,American,3,$$,250 W 86th St,40.78836,-73.97702,https://www.yelp.com/biz/the-parlour-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,SHgZu1bUpe3m4aoWcNW1cA
Dorrian's Red Hand,American,4,$$,555 Washington Blvd,40.7276944,-74.0346549,https://www.yelp.com/biz/dorrians-red-hand-jersey-city?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,G4q_yqq7lLm9FvCfLQno5g
Bungalow Bar,American,4,$$,377 Beach 92nd St,40.5890639,-73.817172,https://www.yelp.com/biz/bungalow-bar-rockaway-beach?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,edLi09LmjWXgL1NOCJ4qjA
Hudson Station,American,3,$$,440 9th Ave SE 35th St,40.753676,-73.995493,https://www.yelp.com/biz/hudson-station-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,lGe2NRqJbEhf1dA0zo-qBw
The Gin Mill,American,3.5,$$,442 Amsterdam Ave,40.7847,-73.97741,https://www.yelp.com/biz/the-gin-mill-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,xGegODk2DyGam3n03Wk1fg
Black Tap - Soho,American,3.5,$$,529 Broome St,40.723794,-74.004193,https://www.yelp.com/biz/black-tap-soho-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,D2qV8sDdHEFlHbVz7VSHRQ
Amity Hall Uptown,American,4,$$,982 Amsterdam Ave,40.80231,-73.96475,https://www.yelp.com/biz/amity-hall-uptown-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,yOPbrFZ2ZUsyQWsedP6gUg
Bello's Pub & Grill,American,4.5,$$,376 Market St,40.7334,-74.16351,https://www.yelp.com/biz/bellos-pub-and-grill-newark?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Yfz28vZWjNIUi_8chtaNcw
The Harold,American,3.5,$$,1271 Broadway,40.74831409,-73.98848019,https://www.yelp.com/biz/the-harold-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,TtGdKu-qGVvFttp-RcdYwg
Zack's Oak Bar & Restaurant,American,4,$$,232 Willow Ave,40.74058852,-74.03396878,https://www.yelp.com/biz/zacks-oak-bar-and-restaurant-hoboken?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,#NAME?
Ryan Maguire's Bar & Restaurant,American,4,$$,28 Cliff St,40.70806,-74.0051,https://www.yelp.com/biz/ryan-maguires-bar-and-restaurant-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,W_o2Hu_L53VQTpb5q29Kuw
Keats Bar,American,3,$$,842 2nd Ave,40.751495,-73.970637,https://www.yelp.com/biz/keats-bar-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,PmFFar8XTHHft1BVE0NpCg
Houndstooth Pub,American,3,$$,520 8th Ave,40.75388075,-73.99199002,https://www.yelp.com/biz/houndstooth-pub-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Kmi3Fm26aRRMLpQz4cf8XQ
Wrap and Roll Grill,American,2,$,1530 3rd Ave,40.779129,-73.954162,https://www.yelp.com/biz/wrap-and-roll-grill-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,10B5dlMaQ_l3m5QrlCPNzA
Greenwich Street Tavern,American,4,$$,399 Greenwich St,40.720839,-74.0096888,https://www.yelp.com/biz/greenwich-street-tavern-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,tS57VDB7MA81rzOsQkTrmw
Third Avenue Ale House,American,3.5,$$,1644 3rd Ave,40.7828,-73.95129,https://www.yelp.com/biz/third-avenue-ale-house-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,xwdyPDcF1PifAiXyNnyA5Q
Boilermaker,American,4,$$,13 First Ave,40.72345,-73.98855,https://www.yelp.com/biz/boilermaker-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,UTzACyFayWbmg19iqrXFXA
Tryon Public House,American,4,$$,4740 Broadway,40.86498214,-73.92784312,https://www.yelp.com/biz/tryon-public-house-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ykXZyQBXxoOMoZfaZMnHmg
Westville East,American,4,$$,173 Ave A,40.72847,-73.98213,https://www.yelp.com/biz/westville-east-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,3idAtiEXe_XfTcPoZC_DcQ
De Novo European Pub,American,4,$$$,275 Bellevue Ave,40.84212991,-74.20951372,https://www.yelp.com/biz/de-novo-european-pub-montclair?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Kv1kIqkH7mLbmHZeTOyfgw
Wildair,American,4,$$$,142 Orchard St,40.71972298,-73.98919772,https://www.yelp.com/biz/wildair-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Jy0nQ1uI8KPvTv8nBZGdMg
South Brooklyn Foundry,American,4.5,$$,6909 3rd Ave,40.63539,-74.02602,https://www.yelp.com/biz/south-brooklyn-foundry-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,MKMx5TAmzXfjgLdXgu6FVQ
Bowery Road,American,4,$$$,132 4th Ave,40.7333427,-73.9901924,https://www.yelp.com/biz/bowery-road-new-york-3?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,FJepPR5CYRggxRwAjlqg6A
Ivy,American,4,$$,944 8th Ave,40.765751,-73.983167,https://www.yelp.com/biz/ivy-new-york-4?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,gvWzAiMrFm9AgfSN2I8Miw
The Smith,American,3.5,$$,55 3rd Ave,40.73101549,-73.9886217,https://www.yelp.com/biz/the-smith-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,k5NAz3-goMXKoUqPfOZ1Hw
Broadstone Bar & Kitchen,American,4,$$,88 Broad St,40.70411,-74.01186,https://www.yelp.com/biz/broadstone-bar-and-kitchen-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,fanlKZzN-fI9LywqQD6EHg
North Square,American,4,$$,103 Waverly Pl,40.732509,-73.998657,https://www.yelp.com/biz/north-square-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,3iLPrhNb02n81GdxP_jqgQ
Coarse NY,American,4.5,$$$,306 W 13th St,40.73913,-74.00363,https://www.yelp.com/biz/coarse-ny-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,v8_MaF5d2u5qZ6evINBsig
The Whiskey Brooklyn,American,3.5,$$,44 Berry St,40.7210142,-73.95699978,https://www.yelp.com/biz/the-whiskey-brooklyn-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,xWeE46jsrtzmCKGebSeT9A
Virginia's,American,4,$$$,647 E 11th St,40.72666,-73.9773,https://www.yelp.com/biz/virginias-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Gn7oaWjBoEGHe1_bfsBikg
Hillstone Restaurant,American,4,$$$,378 Park Ave S,40.7427534,-73.9847308,https://www.yelp.com/biz/hillstone-restaurant-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,01isnBO1rFO2LTOeNfYl9w
Del Frisco's Grille,American,3.5,$$$,221 River St,40.7383784,-74.0275858,https://www.yelp.com/biz/del-friscos-grille-hoboken?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Vyq_AKX1k7M8CLH4Qq1maA
HAVEN Riverfront Restaurant and Bar,American,4,$$$,2 Main St,40.803426,-73.9907,https://www.yelp.com/biz/haven-riverfront-restaurant-and-bar-edgewater-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,ME0627wYk0ikhX2yf1fN7w
Hunt & Fish Club,American,4,$$$,125 W 44th St,40.75673,-73.9843,https://www.yelp.com/biz/hunt-and-fish-club-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,mWi1AZgb8HJjDsnz5lXsLA
The Musket Room,American,4,$$$,265 Elizabeth St,40.72392,-73.99378,https://www.yelp.com/biz/the-musket-room-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,vscYK65F_MUH8WqACKSdog
Merchants River House,American,4,$$,375 S End Ave,40.71128823,-74.01761759,https://www.yelp.com/biz/merchants-river-house-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,XAeGAF5MGr7P6A13SnXbjQ
Bill's Townhouse,American,4.5,$$$,57 E 54th St,40.76026154,-73.97294617,https://www.yelp.com/biz/bills-townhouse-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,P7yE1T1TDFIiYgLdEYR3Gw
Mike's Bistro,American,4,$$$$,127 E 54th St,40.759407,-73.971051,https://www.yelp.com/biz/mikes-bistro-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,4kzN5nhvOyHyJaeviWTpHQ
Green Fig,American,3.5,$$,570 10th Ave,40.759171,-73.9954561,https://www.yelp.com/biz/green-fig-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,2VDKr3954XX41KwEcbX7lg
Locksmith Bar,American,4,$$,4463 Broadway,40.8573807,-73.9325659,https://www.yelp.com/biz/locksmith-bar-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,zZpuUqF0iENnyYd2UYIX6w
Landmark Tavern,American,4,$$,626 11th Ave,40.763156,-73.996253,https://www.yelp.com/biz/landmark-tavern-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,kH5RMIaFmd-bekCIhOcqDw
Louisiana Fried Chicken,American,4,$,549 West Side Ave,40.7195899,-74.08275,https://www.yelp.com/biz/louisiana-fried-chicken-jersey-city?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,KD1HWwoDw-VA7fMj7I73LQ
Bubby's Tribeca,American,3.5,$$,120 Hudson St,40.7198118,-74.0083092,https://www.yelp.com/biz/bubbys-tribeca-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,Vs-3byrsBYwd_Cnfl0CyFw
Lincoln Station,American,4,$$,409 Lincoln Pl,40.6726102,-73.9627163,https://www.yelp.com/biz/lincoln-station-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,szM1B9tHQixNsmTZTfKoWA
Twin Door Tavern,American,3.5,$$,122 W Pleasant Ave,40.9057253,-74.0646445,https://www.yelp.com/biz/twin-door-tavern-maywood?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,OP8-qZGuwYaUb1DoFeJqiA
The Levee,American,4,$,212 Berry St,40.71633038,-73.96172047,https://www.yelp.com/biz/the-levee-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,XpYm_l-zKI3Rl4E8WODIDA
The Brooklyn Tree,American,4.5,$$,188 Montrose Ave,40.70734,-73.94186,https://www.yelp.com/biz/the-brooklyn-tree-brooklyn-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,8JDwcklaawqYprHg0c9aIA
Park Avenue Tavern,American,4,$$,99 Park Ave,40.75031,-73.9783999,https://www.yelp.com/biz/park-avenue-tavern-new-york?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,LHxZgTddXIp_S1sL3nNG9w
Emmett's,American,4,$$,50 Macdougal St,40.727303,-74.00243,https://www.yelp.com/biz/emmetts-new-york-2?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,JnFV_qz7uWbLTY80K89J7Q
Kent Ale House,American,4,$$,51 Kent Ave,40.72232819,-73.9592514,https://www.yelp.com/biz/kent-ale-house-brooklyn?adjust_creative=-uBzzloii2ivvF3N0jkhKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-uBzzloii2ivvF3N0jkhKQ,SBLoGGk936tFHg0gYSZ-ow
